species	type	location	rxn	time
1	I	1	Sample_recovery	78.83178385
2	I	3	Sample_recovery	46.11174553
3	I	2	Sample_recovery	98.69655302
4	I	1	Sample_recovery	40.39670161
5	I	1	Sample_recovery	88.79295218
6	I	4	Sample_recovery	99.09532031
7	I	4	Sample_recovery	67.32044176
8	I	4	Sample_recovery	73.88883225
9	I	1	Sample_recovery	83.43050171
10	I	1	Sample_recovery	93.25958537
11	I	1	Sample_recovery	77.77534151
12	I	1	Sample_recovery	74.00103518
13	I	1	Sample_recovery	99.48561944
14	I	1	Sample_recovery	96.02446780
15	I	4	Sample_recovery	80.56621325
16	I	1	Sample_recovery	83.77233415
17	I	1	Sample_recovery	100.00000990
18	I	1	Sample_recovery	97.78143993
19	I	1	Sample_recovery	86.57830761
20	I	1	Sample_recovery	75.84236817
