species	type	location	rxn	time
1	I	1	Sample_recovery	61.50264797
2	I	1	Sample_recovery	72.31761180
3	I	1	Sample_recovery	98.68601203
4	I	1	Sample_recovery	98.24797074
5	I	1	Sample_recovery	98.93614607
6	I	1	Sample_recovery	73.18961703
7	I	1	Sample_recovery	100.00000205
8	I	1	Sample_recovery	100.00000087
9	I	1	Sample_recovery	100.00000987
10	I	1	Sample_recovery	99.55661907
11	I	1	Sample_recovery	95.83004269
12	I	2	Sample_recovery	52.69826095
13	I	2	Sample_recovery	80.16215122
14	I	2	Sample_recovery	89.57422929
15	I	2	Sample_recovery	99.03787029
16	I	0	Sample_recovery	92.06072466
17	I	2	Sample_recovery	100.00000138
18	I	2	Sample_recovery	62.92024378
19	I	2	Sample_recovery	89.27503882
20	I	2	Sample_recovery	92.86866694
