species	type	location	rxn	time
1	I	4	Sample_recovery	90.53163247
2	I	4	Sample_recovery	95.26420413
3	I	4	Sample_recovery	76.64655136
4	I	4	Sample_recovery	100.00000239
5	I	4	Sample_recovery	100.00000960
6	I	4	Sample_recovery	93.08382069
7	I	4	Sample_recovery	85.29986675
8	I	4	Sample_recovery	96.00245513
9	I	4	Sample_recovery	94.01137182
10	I	4	Sample_recovery	94.32138526
11	I	4	Sample_recovery	68.63018294
12	I	4	Sample_recovery	82.45826786
13	I	4	Sample_recovery	100.00000279
14	I	4	Sample_recovery	83.67873540
15	I	4	Sample_recovery	94.63022743
16	I	4	Sample_recovery	84.33134491
17	I	4	Sample_recovery	88.93342420
18	I	4	Sample_recovery	88.08826917
19	I	4	Sample_recovery	97.93838056
20	I	4	Sample_recovery	83.77823718
21	I	4	Sample_recovery	32.03073041
22	I	4	Sample_recovery	94.08978381
23	I	4	Sample_recovery	90.15483805
24	I	4	Sample_recovery	100.00000694
25	I	4	Sample_recovery	91.98526972
26	I	4	Sample_recovery	98.44625290
27	I	4	Sample_recovery	66.53373871
28	I	3	Sample_recovery	99.65466240
29	I	4	Sample_recovery	87.42062540
30	I	4	Sample_recovery	98.51310121
31	I	4	Sample_recovery	100.00000076
32	I	4	Sample_recovery	91.94840089
33	I	4	Sample_recovery	15.58677807
34	I	4	Sample_recovery	25.05096375
35	I	4	Sample_recovery	52.72211210
36	I	4	Sample_recovery	89.44036220
37	I	4	Sample_recovery	99.81686969
38	I	4	Sample_recovery	97.24111061
39	I	4	Sample_recovery	52.37132928
40	I	4	Sample_recovery	78.46943504
41	I	1	Sample_recovery	96.65590038
42	I	4	Sample_recovery	100.00000119
43	I	4	Sample_recovery	99.33820641
44	I	4	Sample_recovery	98.55267376
