species	type	location	rxn	time
1	I	1	Sample_recovery	99.37285530
2	I	1	Sample_recovery	98.46362683
3	I	1	Sample_recovery	100.00000059
4	I	1	Sample_recovery	88.63337056
5	I	1	Sample_recovery	100.00000658
6	I	1	Sample_recovery	88.38541367
7	I	1	Sample_recovery	91.37692383
8	I	1	Sample_recovery	89.23908195
9	I	1	Sample_recovery	97.86262577
10	I	1	Sample_recovery	99.56122182
11	I	1	Sample_recovery	95.16897778
12	I	1	Sample_recovery	100.00000387
13	I	1	Sample_recovery	97.34383305
14	I	1	Sample_recovery	90.23746696
15	I	1	Sample_recovery	100.00000567
16	I	1	Sample_recovery	95.21896615
17	I	1	Sample_recovery	100.00000576
18	I	1	Sample_recovery	93.45015568
19	I	1	Sample_recovery	100.00000099
20	I	1	Sample_recovery	92.09472515
21	I	1	Sample_recovery	100.00000032
22	I	1	Sample_recovery	97.56351425
23	I	1	Sample_recovery	100.00000748
24	I	1	Sample_recovery	98.47962967
25	I	1	Sample_recovery	89.34456414
26	I	1	Sample_recovery	95.31021239
27	I	1	Sample_recovery	79.32928289
28	I	1	Sample_recovery	100.00000710
29	I	1	Sample_recovery	90.96185298
30	I	1	Sample_recovery	100.00000359
31	I	1	Sample_recovery	93.52474793
32	I	1	Sample_recovery	93.30540829
33	I	1	Sample_recovery	82.13814163
34	I	1	Sample_recovery	100.00000957
35	I	1	Sample_recovery	100.00000298
36	I	1	Sample_recovery	100.00000565
37	I	1	Sample_recovery	100.00000546
38	I	1	Sample_recovery	100.00000350
39	I	1	Sample_recovery	100.00000670
40	I	1	Sample_recovery	95.54860374
41	I	1	Sample_recovery	98.86187058
42	I	1	Sample_recovery	100.00000224
43	I	1	Sample_recovery	100.00000881
44	I	1	Sample_recovery	95.65714166
45	I	0	Sample_recovery	88.81067687
46	I	3	Sample_recovery	100.00000601
47	I	1	Sample_recovery	83.82213299
48	I	1	Sample_recovery	100.00000202
49	I	1	Sample_recovery	100.00000847
50	I	1	Sample_recovery	100.00000706
