species	type	location	rxn	time
1	I	2	Sample_recovery	100.00000514
2	I	1	Sample_recovery	95.94665264
3	I	1	Sample_recovery	98.75799343
4	I	2	Sample_recovery	91.99537225
5	I	1	Sample_recovery	100.00000580
6	I	1	Sample_recovery	94.09511719
7	I	4	Sample_recovery	90.29065695
8	I	1	Sample_recovery	82.89267374
9	I	1	Sample_recovery	100.00000494
10	I	2	Sample_recovery	83.48751030
11	I	2	Sample_recovery	100.00000407
12	I	0	Sample_recovery	98.23556460
13	I	2	Sample_recovery	87.37042052
14	I	2	Sample_recovery	94.34205383
15	I	2	Sample_recovery	97.66592843
16	I	2	Sample_recovery	83.46343285
17	I	2	Sample_recovery	89.99081961
18	I	2	Sample_recovery	100.00000040
19	I	2	Sample_recovery	86.16411917
20	I	2	Sample_recovery	76.46467430
21	I	2	Sample_recovery	92.11325502
22	I	4	Sample_recovery	86.47329354
23	I	2	Sample_recovery	89.06394718
24	I	2	Sample_recovery	85.18860033
25	I	0	Sample_recovery	99.05984855
26	I	2	Sample_recovery	100.00000145
27	I	2	Sample_recovery	82.15889679
28	I	2	Sample_recovery	94.58462155
29	I	4	Sample_recovery	99.18571405
