species	type	location	rxn	time
1	I	1	Sample_recovery	97.17097070
2	I	1	Sample_recovery	100.00000212
3	I	1	Sample_recovery	78.12322258
4	I	1	Sample_recovery	88.15245434
5	I	1	Sample_recovery	100.00000237
6	I	1	Sample_recovery	100.00000566
7	I	1	Sample_recovery	66.25475613
8	I	1	Sample_recovery	88.03361025
9	I	1	Sample_recovery	100.00000289
10	I	1	Sample_recovery	97.00998665
11	I	1	Sample_recovery	98.70709450
12	I	1	Sample_recovery	100.00000247
13	I	1	Sample_recovery	100.00000522
14	I	1	Sample_recovery	67.28045701
15	I	1	Sample_recovery	96.59352338
16	I	1	Sample_recovery	100.00000814
17	I	1	Sample_recovery	95.77656208
18	I	1	Sample_recovery	85.83219822
19	I	1	Sample_recovery	100.00000484
20	I	1	Sample_recovery	100.00000192
21	I	1	Sample_recovery	100.00000526
22	I	1	Sample_recovery	85.13239517
23	I	4	Sample_recovery	100.00000060
24	I	1	Sample_recovery	91.69811498
25	I	1	Sample_recovery	100.00000251
26	I	1	Sample_recovery	100.00000441
27	I	1	Sample_recovery	92.09014566
28	I	1	Sample_recovery	99.56589588
29	I	1	Sample_recovery	100.00000505
30	I	3	Sample_recovery	74.11823703
31	I	1	Sample_recovery	100.00000103
32	I	1	Sample_recovery	96.00918122
33	I	1	Sample_recovery	85.35394900
34	I	2	Sample_recovery	100.00000378
35	I	1	Sample_recovery	100.00000299
36	I	1	Sample_recovery	100.00000265
37	I	1	Sample_recovery	76.78781184
38	I	1	Sample_recovery	95.09351755
39	I	1	Sample_recovery	100.00000757
40	I	1	Sample_recovery	100.00000996
41	I	1	Sample_recovery	100.00000475
42	I	1	Sample_recovery	89.24304263
43	I	1	Sample_recovery	96.60251940
44	I	1	Sample_recovery	100.00000500
45	I	1	Sample_recovery	52.67552958
46	I	1	Sample_recovery	61.37429060
47	I	1	Sample_recovery	98.06366949
48	I	1	Sample_recovery	99.35608456
49	I	1	Sample_recovery	100.00000501
50	I	1	Sample_recovery	96.61333477
51	I	1	Sample_recovery	98.65518120
52	I	4	Sample_recovery	100.00000011
53	I	1	Sample_recovery	85.38670879
54	I	1	Sample_recovery	100.00000704
55	I	1	Sample_recovery	98.59414183
56	I	1	Sample_recovery	94.74170868
57	I	1	Sample_recovery	99.06081974
58	I	1	Sample_recovery	94.25701503
59	I	1	Sample_recovery	98.31202238
60	I	1	Sample_recovery	100.00000847
61	I	1	Sample_recovery	100.00000005
62	I	1	Sample_recovery	98.27599124
63	I	1	Sample_recovery	100.00000243
64	I	2	Sample_recovery	100.00000366
65	I	2	Sample_recovery	100.00000997
66	I	2	Sample_recovery	91.91618442
67	I	1	Sample_recovery	94.30937340
68	I	1	Sample_recovery	100.00000586
69	I	1	Sample_recovery	99.93596133
70	I	1	Sample_recovery	94.24278818
71	I	1	Sample_recovery	93.08038677
72	I	1	Sample_recovery	91.97547433
73	I	1	Sample_recovery	92.43728489
74	I	4	Sample_recovery	99.32304205
75	I	4	Sample_recovery	100.00000853
76	I	1	Sample_recovery	99.97523123
77	I	1	Sample_recovery	95.48525648
78	I	1	Sample_recovery	100.00000693
79	I	1	Sample_recovery	100.00000292
80	I	1	Sample_recovery	100.00000838
81	I	1	Sample_recovery	87.02169876
82	I	1	Sample_recovery	88.94642547
83	I	1	Sample_recovery	100.00000573
