species	type	location	rxn	time
1	I	2	Sample_recovery	100.00000156
2	I	2	Sample_recovery	100.00000483
3	I	2	Sample_recovery	98.52683804
4	I	2	Sample_recovery	98.02897706
5	I	2	Sample_recovery	100.00000580
6	I	2	Sample_recovery	99.52224747
7	I	2	Sample_recovery	73.35029135
8	I	4	Sample_recovery	94.57112420
9	I	0	Sample_recovery	100.00000941
10	I	0	Sample_recovery	85.62938944
11	I	0	Sample_recovery	98.24823085
12	I	2	Sample_recovery	92.60559468
13	I	2	Sample_recovery	97.65865062
14	I	2	Sample_recovery	86.66745494
15	I	2	Sample_recovery	69.91889267
16	I	3	Sample_recovery	100.00000550
17	I	2	Sample_recovery	60.00144048
18	I	3	Sample_recovery	90.30675309
19	I	2	Sample_recovery	75.94923456
20	I	2	Sample_recovery	83.81260325
21	I	0	Sample_recovery	94.03110237
22	I	2	Sample_recovery	89.49034069
23	I	2	Sample_recovery	85.91725788
24	I	4	Sample_recovery	99.16290142
25	I	0	Sample_recovery	97.13224077
26	I	0	Sample_recovery	100.00000735
27	I	0	Sample_recovery	90.70918309
28	I	2	Sample_recovery	80.36953372
29	I	2	Sample_recovery	66.46478738
30	I	2	Sample_recovery	99.10475364
31	I	2	Sample_recovery	93.34505630
32	I	4	Sample_recovery	100.00000868
33	I	2	Sample_recovery	96.34623903
34	I	2	Sample_recovery	61.26928503
35	I	2	Sample_recovery	86.34173384
36	I	2	Sample_recovery	90.94399788
37	I	2	Sample_recovery	98.30777334
38	I	2	Sample_recovery	93.21619023
39	I	2	Sample_recovery	71.63192391
40	I	2	Sample_recovery	91.52176466
41	I	2	Sample_recovery	73.59801044
42	I	2	Sample_recovery	89.36539997
43	I	3	Sample_recovery	100.00000549
44	I	0	Sample_recovery	100.00000054
45	I	0	Sample_recovery	94.27101931
46	I	2	Sample_recovery	100.00000416
47	I	2	Sample_recovery	100.00000555
48	I	2	Sample_recovery	100.00000066
49	I	2	Sample_recovery	99.63152774
50	I	3	Sample_recovery	100.00000043
51	I	2	Sample_recovery	100.00000119
52	I	2	Sample_recovery	88.61285296
53	I	2	Sample_recovery	90.21084165
54	I	0	Sample_recovery	100.00000494
55	I	0	Sample_recovery	98.32517721
56	I	0	Sample_recovery	100.00000609
57	I	2	Sample_recovery	68.76211891
58	I	2	Sample_recovery	99.14873993
59	I	3	Sample_recovery	100.00000176
60	I	2	Sample_recovery	86.67327500
61	I	2	Sample_recovery	95.24283783
62	I	2	Sample_recovery	98.00494171
63	I	1	Sample_recovery	100.00000533
64	I	2	Sample_recovery	73.03105328
65	I	2	Sample_recovery	88.45764197
66	I	2	Sample_recovery	85.51302088
67	I	2	Sample_recovery	97.44473556
68	I	3	Sample_recovery	99.66375715
69	I	2	Sample_recovery	86.93468068
70	I	2	Sample_recovery	94.54602341
71	I	2	Sample_recovery	100.00000949
72	I	2	Sample_recovery	100.00000214
73	I	2	Sample_recovery	97.18035509
74	I	4	Sample_recovery	90.81945380
75	I	4	Sample_recovery	100.00000178
76	I	1	Sample_recovery	100.00000672
77	I	4	Sample_recovery	75.57161196
78	I	4	Sample_recovery	100.00000711
79	I	3	Sample_recovery	93.06909068
80	I	4	Sample_recovery	72.23181902
81	I	4	Sample_recovery	79.49379522
82	I	4	Sample_recovery	100.00000220
83	I	4	Sample_recovery	92.29351208
84	I	4	Sample_recovery	75.71801025
85	I	4	Sample_recovery	84.41732007
86	I	4	Sample_recovery	100.00000677
87	I	4	Sample_recovery	100.00000076
88	I	4	Sample_recovery	96.28428158
89	I	0	Sample_recovery	87.47340740
90	I	4	Sample_recovery	77.23544766
91	I	4	Sample_recovery	100.00000319
92	I	4	Sample_recovery	100.00000417
93	I	4	Sample_recovery	92.58632665
94	I	4	Sample_recovery	100.00000106
95	I	2	Sample_recovery	100.00000547
96	I	0	Sample_recovery	100.00000344
97	I	2	Sample_recovery	94.81082084
98	I	2	Sample_recovery	92.79493152
99	I	3	Sample_recovery	91.80788534
100	I	4	Sample_recovery	82.00209574
101	I	4	Sample_recovery	89.03250469
102	I	4	Sample_recovery	93.86373715
103	I	2	Sample_recovery	99.16029351
104	I	2	Sample_recovery	100.00000261
105	I	4	Sample_recovery	97.74622774
106	I	4	Sample_recovery	100.00000490
107	I	4	Sample_recovery	89.44897461
108	I	4	Sample_recovery	96.62010752
109	I	4	Sample_recovery	100.00000354
110	I	4	Sample_recovery	97.08103303
111	I	4	Sample_recovery	65.78145254
112	I	4	Sample_recovery	91.56032355
113	I	4	Sample_recovery	100.00000162
114	I	4	Sample_recovery	100.00000044
115	I	4	Sample_recovery	89.92031845
116	I	1	Sample_recovery	92.36423491
117	I	4	Sample_recovery	68.99439797
118	I	4	Sample_recovery	86.91574873
119	I	4	Sample_recovery	74.77306554
120	I	4	Sample_recovery	93.78885564
121	I	4	Sample_recovery	100.00000148
122	I	2	Sample_recovery	84.36801444
123	I	4	Sample_recovery	95.64475152
124	I	4	Sample_recovery	100.00000230
125	I	2	Sample_recovery	85.23552416
126	I	2	Sample_recovery	90.78146656
127	I	4	Sample_recovery	98.54199285
128	I	4	Sample_recovery	80.12790923
129	I	4	Sample_recovery	95.62122088
130	I	0	Sample_recovery	100.00000336
131	I	2	Sample_recovery	85.66106966
132	I	2	Sample_recovery	100.00000980
133	I	2	Sample_recovery	96.81971983
134	I	4	Sample_recovery	100.00000577
135	I	4	Sample_recovery	91.47494134
136	I	4	Sample_recovery	100.00000789
137	I	1	Sample_recovery	100.00000591
138	I	4	Sample_recovery	84.37377150
139	I	4	Sample_recovery	91.66330888
140	I	4	Sample_recovery	87.25659193
141	I	4	Sample_recovery	92.81687580
142	I	4	Sample_recovery	97.98778466
143	I	4	Sample_recovery	87.46473084
144	I	4	Sample_recovery	82.45194243
145	I	4	Sample_recovery	89.29506756
146	I	4	Sample_recovery	100.00000872
147	I	4	Sample_recovery	99.42259176
148	I	4	Sample_recovery	80.12699578
149	I	4	Sample_recovery	80.37741457
150	I	4	Sample_recovery	89.36040468
151	I	4	Sample_recovery	100.00000887
152	I	1	Sample_recovery	95.96507164
153	I	4	Sample_recovery	97.70531916
154	I	4	Sample_recovery	90.76784180
155	I	4	Sample_recovery	77.78186852
156	I	2	Sample_recovery	88.29099971
157	I	4	Sample_recovery	98.63375221
158	I	4	Sample_recovery	99.89617280
159	I	4	Sample_recovery	100.00000515
160	I	4	Sample_recovery	100.00000025
161	I	4	Sample_recovery	100.00000517
162	I	4	Sample_recovery	75.50332197
163	I	0	Sample_recovery	98.85178811
164	I	4	Sample_recovery	100.00000803
165	I	4	Sample_recovery	71.18420465
166	I	1	Sample_recovery	100.00000176
167	I	4	Sample_recovery	81.16682038
168	I	4	Sample_recovery	100.00000524
169	I	4	Sample_recovery	89.27819130
170	I	4	Sample_recovery	98.25214128
171	I	4	Sample_recovery	97.16588673
172	I	0	Sample_recovery	100.00000409
173	I	2	Sample_recovery	99.71364934
174	I	1	Sample_recovery	98.80501842
175	I	2	Sample_recovery	99.91720962
176	I	0	Sample_recovery	100.00000570
177	I	2	Sample_recovery	96.23372045
178	I	1	Sample_recovery	100.00000752
179	I	1	Sample_recovery	84.58862229
180	I	3	Sample_recovery	88.53322200
181	I	2	Sample_recovery	93.53949861
182	I	2	Sample_recovery	92.88701771
183	I	2	Sample_recovery	87.48343047
184	I	4	Sample_recovery	95.39842534
185	I	2	Sample_recovery	100.00000125
186	I	3	Sample_recovery	90.96277766
187	I	4	Sample_recovery	97.28037343
188	I	4	Sample_recovery	88.21056862
189	I	2	Sample_recovery	89.57545381
190	I	4	Sample_recovery	100.00000037
191	I	2	Sample_recovery	97.27250611
192	I	2	Sample_recovery	100.00000601
193	I	2	Sample_recovery	83.96472041
194	I	2	Sample_recovery	95.21633054
195	I	2	Sample_recovery	88.65646910
196	I	2	Sample_recovery	85.79292366
197	I	2	Sample_recovery	100.00000699
198	I	2	Sample_recovery	95.19595074
199	I	2	Sample_recovery	100.00000781
200	I	2	Sample_recovery	100.00000710
201	I	2	Sample_recovery	84.42445564
202	I	3	Sample_recovery	92.99202111
203	I	3	Sample_recovery	81.12217076
204	I	2	Sample_recovery	100.00000720
205	I	0	Sample_recovery	86.46708089
206	I	2	Sample_recovery	94.05913922
207	I	2	Sample_recovery	87.14786205
208	I	2	Sample_recovery	85.14539518
209	I	2	Sample_recovery	100.00000588
210	I	1	Sample_recovery	100.00000382
211	I	0	Sample_recovery	77.60962134
212	I	2	Sample_recovery	92.82263167
213	I	2	Sample_recovery	99.47071151
214	I	2	Sample_recovery	98.54519607
215	I	2	Sample_recovery	91.86323997
216	I	2	Sample_recovery	89.19873659
217	I	3	Sample_recovery	86.94031129
218	I	4	Sample_recovery	96.83463846
219	I	2	Sample_recovery	88.87509060
220	I	2	Sample_recovery	100.00000020
221	I	2	Sample_recovery	100.00000417
222	I	2	Sample_recovery	100.00000886
223	I	2	Sample_recovery	60.35604413
224	I	1	Sample_recovery	90.63195987
225	I	2	Sample_recovery	100.00000437
