species	type	location	rxn	time
1	I	0	Sample_recovery	94.40148027
2	I	0	Sample_recovery	98.45196339
3	I	0	Sample_recovery	99.75877252
4	I	2	Sample_recovery	100.00000842
5	I	2	Sample_recovery	94.63407983
6	I	3	Sample_recovery	98.17209967
7	I	3	Sample_recovery	91.46262257
8	I	3	Sample_recovery	100.00000516
9	I	2	Sample_recovery	100.00000098
10	I	0	Sample_recovery	100.00000593
11	I	0	Sample_recovery	100.00000550
12	I	3	Sample_recovery	100.00000714
13	I	2	Sample_recovery	91.94738124
14	I	3	Sample_recovery	91.28604476
15	I	3	Sample_recovery	89.01672729
16	I	3	Sample_recovery	90.31632774
17	I	3	Sample_recovery	85.86817873
18	I	3	Sample_recovery	91.28520895
19	I	3	Sample_recovery	100.00000003
20	I	3	Sample_recovery	94.35609378
21	I	3	Sample_recovery	95.58175349
22	I	3	Sample_recovery	92.46829439
23	I	3	Sample_recovery	81.53721279
24	I	3	Sample_recovery	45.61475680
25	I	3	Sample_recovery	91.89160989
26	I	3	Sample_recovery	100.00000392
27	I	3	Sample_recovery	90.34885317
28	I	3	Sample_recovery	85.27113168
29	I	0	Sample_recovery	99.35838450
30	I	4	Sample_recovery	100.00000691
31	I	3	Sample_recovery	100.00000302
32	I	0	Sample_recovery	84.36115197
33	I	3	Sample_recovery	92.36267088
34	I	2	Sample_recovery	87.84751694
35	I	3	Sample_recovery	80.97269253
36	I	3	Sample_recovery	89.34350977
37	I	0	Sample_recovery	100.00000431
38	I	3	Sample_recovery	100.00000562
39	I	2	Sample_recovery	100.00000862
40	I	4	Sample_recovery	84.88992603
41	I	2	Sample_recovery	89.75940897
42	I	2	Sample_recovery	84.26588224
43	I	2	Sample_recovery	92.83909395
44	I	2	Sample_recovery	100.00000116
45	I	2	Sample_recovery	96.88013129
46	I	2	Sample_recovery	92.94487378
47	I	4	Sample_recovery	100.00000639
48	I	2	Sample_recovery	85.54271223
49	I	2	Sample_recovery	100.00000363
50	I	3	Sample_recovery	88.79167113
51	I	3	Sample_recovery	91.55783805
52	I	2	Sample_recovery	92.37848291
53	I	2	Sample_recovery	90.55179689
54	I	1	Sample_recovery	86.88197694
55	I	3	Sample_recovery	96.24086397
56	I	1	Sample_recovery	91.15694901
57	I	3	Sample_recovery	92.91834829
58	I	2	Sample_recovery	87.10307169
59	I	2	Sample_recovery	88.72068710
60	I	2	Sample_recovery	100.00000852
61	I	2	Sample_recovery	96.47382157
62	I	2	Sample_recovery	100.00000869
63	I	2	Sample_recovery	99.36438385
64	I	2	Sample_recovery	99.15030641
65	I	2	Sample_recovery	81.00197604
66	I	2	Sample_recovery	96.72473263
67	I	3	Sample_recovery	75.67598382
68	I	3	Sample_recovery	92.62680947
69	I	3	Sample_recovery	97.11723396
70	I	1	Sample_recovery	92.90164964
71	I	0	Sample_recovery	86.97858767
72	I	0	Sample_recovery	94.34922328
73	I	4	Sample_recovery	100.00000779
74	I	3	Sample_recovery	98.12234109
75	I	0	Sample_recovery	97.68933541
76	I	2	Sample_recovery	80.09562563
77	I	0	Sample_recovery	100.00000000
78	I	0	Sample_recovery	94.58166498
79	I	3	Sample_recovery	93.86095293
80	I	3	Sample_recovery	84.16357218
81	I	3	Sample_recovery	97.51687889
82	I	1	Sample_recovery	100.00000194
83	I	3	Sample_recovery	73.67236328
84	I	3	Sample_recovery	72.26776989
85	I	2	Sample_recovery	100.00000574
