sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4	beta_0,beta_1,beta_2,beta_3,beta_4 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim_0	0,0,0,0,1	6.87716,6.87716,6.87716,6.87716,6.87716	1000000,1000000,1000000,1000000,1000000	 0.000000142082,0.000000142082,0.000000142082,0.000000142082,0.000000142082	.01906	.00160,.00160,.00160,.00160,.00160	 499	0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_3	0,0,0,0,1	5.12804,5.12804,5.12804,5.12804,5.12804	1000000,1000000,1000000,1000000,1000000	 0.000000257889,0.000000257889,0.000000257889,0.000000257889,0.000000257889	.04857	.00172,.00172,.00172,.00172,.00172	 499	0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_5	0,0,0,0,1	6.84086,6.84086,6.84086,6.84086,6.84086	1000000,1000000,1000000,1000000,1000000	 0.000000370500,0.000000370500,0.000000370500,0.000000370500,0.000000370500	.04981	.00435,.00435,.00435,.00435,.00435	 499	0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_6	0,0,0,0,1	7.27268,7.27268,7.27268,7.27268,7.27268	1000000,1000000,1000000,1000000,1000000	 0.000000354615,0.000000354615,0.000000354615,0.000000354615,0.000000354615	.04821	.00055,.00055,.00055,.00055,.00055	 499	0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_7	0,1,0,0,0	2.95142,2.95142,2.95142,2.95142,2.95142	1000000,1000000,1000000,1000000,1000000	 0.000000058851,0.000000058851,0.000000058851,0.000000058851,0.000000058851	.01667	.00327,.00327,.00327,.00327,.00327	 499	0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_8	0,0,0,1,0	2.07194,2.07194,2.07194,2.07194,2.07194	1000000,1000000,1000000,1000000,1000000	 0.000000042474,0.000000042474,0.000000042474,0.000000042474,0.000000042474	.01793	.00257,.00257,.00257,.00257,.00257	 499	0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_9	0,0,0,1,0	7.82822,7.82822,7.82822,7.82822,7.82822	1000000,1000000,1000000,1000000,1000000	 0.000000285182,0.000000285182,0.000000285182,0.000000285182,0.000000285182	.03588	.00055,.00055,.00055,.00055,.00055	 499	0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_10	0,0,1,0,0	5.03924,5.03924,5.03924,5.03924,5.03924	1000000,1000000,1000000,1000000,1000000	 0.000000235433,0.000000235433,0.000000235433,0.000000235433,0.000000235433	.04636	.00036,.00036,.00036,.00036,.00036	 499	0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_11	0,0,0,0,1	5.31704,5.31704,5.31704,5.31704,5.31704	1000000,1000000,1000000,1000000,1000000	 0.000000207843,0.000000207843,0.000000207843,0.000000207843,0.000000207843	.03510	.00399,.00399,.00399,.00399,.00399	 499	0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim_12	0,0,0,0,1	2.82176,2.82176,2.82176,2.82176,2.82176	1000000,1000000,1000000,1000000,1000000	 0.000000056943,0.000000056943,0.000000056943,0.000000056943,0.000000056943	.01866	.00152,.00152,.00152,.00152,.00152	 499	0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
