species	type	location	rxn	time
1	I	4	Sample_recovery	100.00000900
2	I	4	Sample_recovery	99.91018920
3	I	4	Sample_recovery	100.00000790
4	I	4	Sample_recovery	100.00000283
5	I	4	Sample_recovery	87.96985047
6	I	4	Sample_recovery	100.00000044
7	I	0	Sample_recovery	95.03124637
8	I	4	Sample_recovery	96.72834694
9	I	4	Sample_recovery	92.95160297
10	I	4	Sample_recovery	100.00000661
11	I	4	Sample_recovery	91.16326721
12	I	4	Sample_recovery	100.00000233
13	I	4	Sample_recovery	97.59911838
14	I	4	Sample_recovery	100.00000427
15	I	4	Sample_recovery	33.40612201
16	I	4	Sample_recovery	93.52483262
17	I	4	Sample_recovery	100.00000394
18	I	4	Sample_recovery	97.97939692
19	I	4	Sample_recovery	99.68406403
20	I	4	Sample_recovery	96.88597847
21	I	4	Sample_recovery	97.71691200
22	I	4	Sample_recovery	85.51795467
23	I	4	Sample_recovery	64.27370999
24	I	4	Sample_recovery	100.00000878
25	I	4	Sample_recovery	68.72857655
26	I	4	Sample_recovery	96.53950896
27	I	4	Sample_recovery	95.53206678
28	I	4	Sample_recovery	80.44084520
29	I	4	Sample_recovery	57.44475924
30	I	4	Sample_recovery	78.56162186
31	I	4	Sample_recovery	100.00000501
32	I	4	Sample_recovery	69.14712073
33	I	4	Sample_recovery	100.00000744
34	I	2	Sample_recovery	86.62323366
35	I	4	Sample_recovery	100.00000841
36	I	4	Sample_recovery	100.00000242
37	I	4	Sample_recovery	61.90302383
38	I	4	Sample_recovery	50.92502033
39	I	4	Sample_recovery	85.11903703
40	I	4	Sample_recovery	82.40808086
41	I	4	Sample_recovery	72.74555035
42	I	0	Sample_recovery	92.73861826
43	I	4	Sample_recovery	91.07307602
44	I	4	Sample_recovery	99.93194253
45	I	4	Sample_recovery	74.97985888
46	I	4	Sample_recovery	91.66311918
47	I	4	Sample_recovery	68.34607489
48	I	4	Sample_recovery	91.65907704
49	I	4	Sample_recovery	91.51894102
50	I	4	Sample_recovery	82.30670479
51	I	4	Sample_recovery	97.65949744
52	I	4	Sample_recovery	78.04849281
53	I	3	Sample_recovery	98.87949520
54	I	3	Sample_recovery	95.96303420
55	I	3	Sample_recovery	83.91148360
56	I	3	Sample_recovery	87.74767830
57	I	3	Sample_recovery	100.00000620
58	I	3	Sample_recovery	68.75681974
59	I	3	Sample_recovery	100.00000360
60	I	3	Sample_recovery	73.92987303
61	I	4	Sample_recovery	100.00000811
62	I	4	Sample_recovery	100.00000404
63	I	4	Sample_recovery	85.93396196
64	I	4	Sample_recovery	85.71414487
65	I	4	Sample_recovery	78.56853505
66	I	4	Sample_recovery	91.66625374
67	I	4	Sample_recovery	98.29446882
68	I	4	Sample_recovery	79.51015615
69	I	4	Sample_recovery	63.59844457
70	I	4	Sample_recovery	73.82442000
71	I	4	Sample_recovery	100.00000934
72	I	4	Sample_recovery	68.25462013
73	I	1	Sample_recovery	100.00000128
74	I	4	Sample_recovery	94.76773316
75	I	4	Sample_recovery	83.97743689
76	I	4	Sample_recovery	74.65729153
77	I	4	Sample_recovery	100.00000360
78	I	4	Sample_recovery	92.01650428
79	I	4	Sample_recovery	91.01352965
80	I	4	Sample_recovery	73.01800444
81	I	4	Sample_recovery	96.59947676
82	I	4	Sample_recovery	92.91578898
83	I	4	Sample_recovery	87.70923568
84	I	4	Sample_recovery	52.72890320
85	I	4	Sample_recovery	91.86495015
86	I	4	Sample_recovery	100.00000128
87	I	4	Sample_recovery	29.56959361
88	I	4	Sample_recovery	100.00000544
89	I	4	Sample_recovery	89.70793056
90	I	4	Sample_recovery	63.36517513
91	I	4	Sample_recovery	68.18166967
92	I	4	Sample_recovery	86.96582570
93	I	4	Sample_recovery	93.24295654
94	I	4	Sample_recovery	89.93669851
95	I	4	Sample_recovery	98.97334927
96	I	4	Sample_recovery	100.00000961
97	I	4	Sample_recovery	72.40292513
98	I	4	Sample_recovery	100.00000452
99	I	4	Sample_recovery	98.77970111
