species	type	location	rxn	time
1	I	2	Sample_recovery	51.04323823
2	I	2	Sample_recovery	89.74382411
3	I	2	Sample_recovery	95.30760984
4	I	2	Sample_recovery	100.00000717
5	I	2	Sample_recovery	72.04597879
6	I	2	Sample_recovery	99.49007738
7	I	2	Sample_recovery	95.71441569
8	I	2	Sample_recovery	94.34066506
9	I	2	Sample_recovery	98.95173684
10	I	2	Sample_recovery	75.97544029
11	I	2	Sample_recovery	99.45340146
12	I	1	Sample_recovery	59.19077096
13	I	2	Sample_recovery	64.73703160
14	I	2	Sample_recovery	89.80711392
15	I	2	Sample_recovery	78.16477810
16	I	2	Sample_recovery	95.01901607
17	I	2	Sample_recovery	92.30069738
18	I	2	Sample_recovery	95.25816408
19	I	2	Sample_recovery	99.37013980
20	I	2	Sample_recovery	88.94905787
21	I	2	Sample_recovery	100.00000158
22	I	2	Sample_recovery	88.57034499
23	I	2	Sample_recovery	80.69846200
24	I	2	Sample_recovery	97.08420286
25	I	2	Sample_recovery	86.67053755
26	I	2	Sample_recovery	100.00000757
27	I	2	Sample_recovery	100.00000194
28	I	2	Sample_recovery	87.79678658
29	I	2	Sample_recovery	94.33523332
30	I	2	Sample_recovery	89.62072621
31	I	2	Sample_recovery	84.66470278
32	I	2	Sample_recovery	71.40946553
33	I	2	Sample_recovery	37.78946782
34	I	2	Sample_recovery	29.45931693
35	I	2	Sample_recovery	45.90195715
36	I	2	Sample_recovery	88.56107352
37	I	2	Sample_recovery	90.55535145
38	I	2	Sample_recovery	69.55457808
39	I	2	Sample_recovery	91.77641673
40	I	2	Sample_recovery	89.24866880
41	I	2	Sample_recovery	92.22902933
42	I	2	Sample_recovery	97.98204040
43	I	2	Sample_recovery	89.46128337
44	I	4	Sample_recovery	97.90243400
45	I	2	Sample_recovery	70.45938125
46	I	2	Sample_recovery	67.94079791
47	I	2	Sample_recovery	96.65574261
48	I	2	Sample_recovery	88.92736567
49	I	2	Sample_recovery	46.73960223
50	I	2	Sample_recovery	93.85386287
