species	type	location	rxn	time
1	I	4	Sample_recovery	82.38794489
2	I	4	Sample_recovery	100.00000119
3	I	4	Sample_recovery	94.81534281
4	I	1	Sample_recovery	93.34044655
5	I	4	Sample_recovery	85.09285830
6	I	4	Sample_recovery	92.00331769
7	I	4	Sample_recovery	100.00000900
8	I	4	Sample_recovery	100.00000114
9	I	1	Sample_recovery	92.01070908
10	I	2	Sample_recovery	100.00000468
11	I	4	Sample_recovery	96.80732551
12	I	4	Sample_recovery	100.00000808
13	I	3	Sample_recovery	100.00000171
14	I	2	Sample_recovery	94.82014157
15	I	0	Sample_recovery	100.00000291
16	I	4	Sample_recovery	100.00000436
17	I	4	Sample_recovery	87.64887588
18	I	1	Sample_recovery	100.00000734
19	I	4	Sample_recovery	100.00000795
20	I	4	Sample_recovery	100.00000248
21	I	0	Sample_recovery	100.00000957
22	I	4	Sample_recovery	100.00000512
23	I	4	Sample_recovery	81.93750808
24	I	4	Sample_recovery	100.00000427
25	I	4	Sample_recovery	100.00000989
26	I	4	Sample_recovery	100.00000696
27	I	4	Sample_recovery	100.00000665
28	I	2	Sample_recovery	91.03525129
29	I	3	Sample_recovery	100.00000292
30	I	1	Sample_recovery	100.00000831
31	I	3	Sample_recovery	100.00000272
32	I	3	Sample_recovery	100.00000939
33	I	3	Sample_recovery	82.56524759
34	I	3	Sample_recovery	100.00000326
35	I	0	Sample_recovery	100.00000501
36	I	0	Sample_recovery	96.69180548
37	I	4	Sample_recovery	92.58352804
38	I	4	Sample_recovery	100.00000583
39	I	4	Sample_recovery	69.36845240
40	I	4	Sample_recovery	100.00000126
41	I	1	Sample_recovery	87.09992222
42	I	4	Sample_recovery	68.71689649
43	I	3	Sample_recovery	100.00000527
44	I	0	Sample_recovery	100.00000026
45	I	2	Sample_recovery	84.10034155
46	I	1	Sample_recovery	100.00000678
47	I	1	Sample_recovery	83.50508756
48	I	4	Sample_recovery	76.72492981
49	I	2	Sample_recovery	88.88559439
50	I	4	Sample_recovery	91.21002736
51	I	4	Sample_recovery	100.00000913
52	I	2	Sample_recovery	99.11759892
53	I	4	Sample_recovery	80.52399473
54	I	4	Sample_recovery	100.00000316
55	I	4	Sample_recovery	100.00000226
56	I	1	Sample_recovery	68.13544973
57	I	4	Sample_recovery	90.93937788
58	I	4	Sample_recovery	100.00000731
59	I	0	Sample_recovery	100.00000471
60	I	0	Sample_recovery	100.00000605
61	I	0	Sample_recovery	99.41488668
62	I	2	Sample_recovery	88.05102777
63	I	4	Sample_recovery	29.86830648
64	I	4	Sample_recovery	75.55254182
65	I	4	Sample_recovery	100.00000358
66	I	2	Sample_recovery	78.48724036
67	I	2	Sample_recovery	97.47863434
68	I	4	Sample_recovery	97.62730328
69	I	4	Sample_recovery	100.00000695
70	I	4	Sample_recovery	100.00000989
